Certificate of Inspection,Inspection Number,Date of Occurance,Year (added),Business Unique ID,Business Name,DBA Trade Name,Business Category,Inspection type,Device Category,Device Class,Device Type,Devices Inspected,Devices Approved,Devices Condemned/Confiscated,Confiscated,Address Type,Building Number,Street Name,Street Name 2,Unit Type,Unit,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Latitude,Longitude
A0137366,INS-000679176,09/28/2023,2023,BA-1192651-2022,D M OIL CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,13898,QUEENS BLVD,,,,JAMAICA,NY,11435,Queens,408,24,4206492,4096440021,QN35,40.70647092,-73.81680317
A0137249,INS-000679006,09/27/2023,2023,BA-1127042-2022,BRUCKNER EXPRESSWAY INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,1419,BRUCKNER BLVD,,,,BRONX,NY,10472,Bronx,209,17,2023319,2037080001,BX55,40.82313789,-73.88340079
A0137030,INS-000678644,09/26/2023,2023,BA-1100988-2022,BARNEYS SERVICE STATION,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,20005,HORACE HARDING EXPY,,,,OAKLAND GARDENS,NY,11364,Queens,411,20,4160380,4074510032,QN46,40.74395984,-73.77546908
A0137032,INS-000678649,09/26/2023,2023,BA-1557931-2022,SC & IT INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,9744,SUTPHIN BLVD,,,,JAMAICA,NY,11435,Queens,412,27,4214604,4100310025,QN61,40.6967521,-73.80535108
A0136803,INS-000678350,09/25/2023,2023,BA-1123773-2022,"138 HILLSIDE AVE, INC",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,13850,HILLSIDE AVE,,,,JAMAICA,NY,11435,Queens,412,24,4206324,4096200001,QN35,40.70425574,-73.8149951
A0136229,INS-000677418,09/20/2023,2023,BA-1668969-2023,SUPREME GAS LLC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,13435,101ST AVE,,,,S RICHMOND HL,NY,11419,Queens,409,28,,4094830030,QN54,40.69355397,-73.81335516
A0136412,INS-000677734,09/21/2023,2023,BA-1420525-2022,PORT JEFFERSON FUEL INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,25-65,BROOKLYN QUEENS EXPRESSWAY,,,,WOODSIDE,NY,11377,Queens,403,25,4022911,4010460001,QN28,40.76070349,-73.89789851
A0136412,INS-000677734,09/21/2023,2023,BA-1420525-2022,PORT JEFFERSON FUEL INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,1,0,2,Confiscated,Complete Address,25-65,BROOKLYN QUEENS EXPRESSWAY,,,,WOODSIDE,NY,11377,Queens,403,25,4022911,4010460001,QN28,40.76070349,-73.89789851
A0136421,INS-000677746,09/21/2023,2023,BA-1551652-2022,VMS 43-20 LLC,SHELL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,43-20,ASTORIA BOULEVARD SOUTH,,,,ASTORIA,NY,11103,Queens,401,22,4011612,4006890021,QN70,40.76833396,-73.90775698
A0136033,INS-000676948,09/19/2023,2023,BA-1280744-2022,HIRA LABORBOX INC,SUNOCO,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,579,92ND ST,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3154861,3060900052,BK31,40.61664245,-74.02687054
A0135865,INS-000667278,09/18/2023,2023,BA-1128251-2022,836 EAST INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,836,E 233RD ST,,,,BRONX,NY,10466,Bronx,212,11,2064239,2048570044,BX44,40.892009,-73.85304654
A0135836,INS-000667220,09/18/2023,2023,BA-1533314-2022,TCE MANAGEMENT CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,10710,ASTORIA BLVD,,,,EAST ELMHURST,NY,11369,Queens,403,21,4041903,4016940001,QN27,40.76068553,-73.8621982
A0135621,INS-000666820,09/15/2023,2023,BA-1111170-2022,4201 WEBSTER PETROLEUM LLC,4201 Webster Petroleum LLC,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,4201,WEBSTER AVE,,,,BRONX,NY,10470,Bronx,212,11,2019761,2033950080,BX62,40.89551305,-73.86348488
A0135547,INS-000666681,09/15/2023,2023,BA-1241118-2022,FLATBUSH GAS INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1676,FLATBUSH AVE,,,,BROOKLYN,NY,11210,Brooklyn,318,45,3207265,3075970041,BK58,40.62938701,-73.94404025
A0135431,INS-000666391,09/14/2023,2023,BA-1428921-2022,MAZ'S MART CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,2100,WILLIAMSBRIDGE RD,,,,BRONX,NY,10461,Bronx,211,13,2110996,2043100030,BX49,40.85566128,-73.85545123
A0135433,INS-000666394,09/14/2023,2023,BA-1550332-2022,WAREX TERMINALS CORPORATION,FORDHAM ROAD EXXON,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,3620,QUEENS BLVD,,,,LONG ISLAND CITY,NY,11101,Queens,402,26,4003188,4002250024,QN31,40.74430754,-73.92862776
A0135440,INS-000666408,09/14/2023,2023,BA-1212953-2022,DYSAK LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,4202,21ST ST,,,,LONG ISLAND CITY,NY,11101,Queens,402,26,4005272,4004570175,QN31,40.75191372,-73.94443179
A0135272,INS-000666043,09/13/2023,2023,BA-1626957-2023,1317 FLEET FUEL INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,1,0,2,Confiscated,Complete Address,1317,OAKPOINT AVE,,,,BRONX,NY,10474,Bronx,202,17,2094463,2027690027,BX27,40.81044757,-73.88467292
A0135272,INS-000666043,09/13/2023,2023,BA-1626957-2023,1317 FLEET FUEL INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,9,8,2,Confiscated,Complete Address,1317,OAKPOINT AVE,,,,BRONX,NY,10474,Bronx,202,17,2094463,2027690027,BX27,40.81044757,-73.88467292
A0135248,INS-000666003,09/13/2023,2023,BA-1466252-2022,MUKTI 74 PETROLEUM INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,7401,GRAND AVE,,,,ELMHURST,NY,11373,Queens,405,30,4058132,4024920080,QN29,40.73011225,-73.88798707
A0135043,INS-000665656,09/12/2023,2023,BA-1127990-2022,BRONX GAS SERVICES INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,4,0,2,Confiscated,Complete Address,1514,BRONXDALE AVE,,,,BRONX,NY,10462,Bronx,211,13,2043895,2040620028,BX37,40.84274071,-73.85447817
A0135003,INS-000665588,09/12/2023,2023,BA-1370598-2022,GREENPOINT EXPRESSWAY INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,3515,GREENPOINT AVE,,,,LONG ISLAND CITY,NY,11101,Queens,402,26,4003368,4002350026,QN31,40.73725474,-73.93060554
A0135018,INS-000665612,09/12/2023,2023,BA-1336815-2022,H & K MART INC.,SHELL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,2001,CROPSEY AVE,,,,BROOKLYN,NY,11214,Brooklyn,311,47,3168802,3064420005,BK27,40.60013836,-74.00270079
A0135019,INS-000665614,09/12/2023,2023,BA-1073052-2022,BOLLA OPERATING CORP.,BOLLA 137-21 LIBERTY C-STORE,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,463,CONDUIT BLVD,,,,BROOKLYN,NY,11208,Brooklyn,305,37,3000000,3041960001,BK83,40.6779284,-73.87187989
A0169280,INS-000744390,05/15/2024,2024,BA-1635870-2023,NOR-CREST SERVICE STATION INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,4,2,2,Confiscated,Complete Address,17802,UNION TPKE,,,,FLUSHING,NY,11366,Queens,408,24,4155423,4072270029,QN06,40.72632732,-73.78992396
A0169037,INS-000743882,05/14/2024,2024,BA-1665553-2023,"UNION TPK PETROLEUM, LLC",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,16405,UNION TPKE,,,,FRESH MEADOWS,NY,11366,Queens,408,24,4150950,4069720027,QN38,40.72156839,-73.80422156
A0168686,INS-000743099,05/10/2024,2024,BA-1565632-2022,TRIDEV CORPORATION,EXXON SHOP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,4,2,2,Confiscated,Complete Address,3504,BELL BLVD,,,,BAYSIDE,NY,11361,Queens,411,19,4136456,4061690006,QN46,40.76880186,-73.77368492
A0168715,INS-000743141,05/10/2024,2024,BA-1359559-2022,JB Fuel Corp,JB GAS & FOOD,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,2947,JEROME AVE,,,,BRONX,NY,10468,Bronx,207,11,2015244,2032470105,BX28,40.87323749,-73.88944903
A0168629,INS-000743027,05/10/2024,2024,BA-1124151-2022,ASTORIA FUEL & CONVENIENCE STORE INC,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,3002,ASTORIA BLVD,,,,ASTORIA,NY,11102,Queens,401,22,4007822,4005980031,QN71,40.77026088,-73.91885224
A0168427,INS-000742681,05/09/2024,2024,BA-1265738-2022,CERTIFIED HEATING OILS INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,180,W SERVICE RD,,,,STATEN ISLAND,NY,10314,Staten Island,502,50,5156853,5026540001,SI05,40.58803257,-74.19366235
A0167774,INS-000741461,05/07/2024,2024,BA-1533314-2022,TCE MANAGEMENT CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,12,11,2,Confiscated,Complete Address,10710,ASTORIA BLVD,,,,EAST ELMHURST,NY,11369,Queens,403,21,4041903,4016940001,QN27,40.76068553,-73.8621982
A0167541,INS-000740904,05/06/2024,2024,BA-1568554-2023,APNA FOOD & OIL CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,6510,QUEENS BLVD,,,,WOODSIDE,NY,11377,Queens,402,26,4437388,4023920023,QN63,40.74096256,-73.90023471
A0167586,INS-000741015,05/06/2024,2024,BA-1113554-2022,Aksha Inc,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,760,CASTLE HILL AVE,,,,BRONX,NY,10473,Bronx,209,18,2022468,2036140028,BX09,40.82234565,-73.84879242
A0167404,INS-000740606,05/03/2024,2024,BA-1584349-2023,QUEENS 32 S/S INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,3228,QUEENS BLVD,,,,LONG ISLAND CITY,NY,11101,Queens,402,26,4003440,4002480029,,40.74474898,-73.93240578
A0151899,INS-000708989,01/26/2024,2024,BA-1470758-2022,PUNJAB INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,6307,BROADWAY,,,,WOODSIDE,NY,11377,Queens,402,26,4027200,4011900041,QN63,40.74995612,-73.89909879
A0151824,INS-000708629,01/26/2024,2024,BA-1222672-2022,FOUR-TECH SERVICE STATION INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,6401,4TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,307,38,3144158,3058180005,BK32,40.63855811,-74.02078286
A0151569,INS-000707500,01/24/2024,2024,BA-1122037-2022,1165 FUEL CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1165,OGDEN AVE,,,,BRONX,NY,10452,Bronx,204,16,2003511,2025280035,BX26,40.83712512,-73.92701758
A0151497,INS-000707263,01/24/2024,2024,BA-1230807-2022,CAPITOL PETROLEUM GROUP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1201,VICTORY BLVD,,,,STATEN ISLAND,NY,10301,Staten Island,501,49,5008977,5003280060,SI07,40.61635455,-74.10367085
A0151524,INS-000707353,01/24/2024,2024,BA-1669734-2023,Noakhali Chatkil Corp.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1237,JEROME AVE,,,,BRONX,NY,10452,Bronx,204,16,2129188,2028550001,BX26,40.83663026,-73.9215901
A0151408,INS-000707146,01/24/2024,2024,BA-1576817-2023,"CERTIFIED HEATING OILS, INC",Victory Shell,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1212,VICTORY BLVD,,,,STATEN ISLAND,NY,10301,Staten Island,501,49,5016487,5006510001,SI07,40.61621431,-74.10395519
A0151286,INS-000706487,01/23/2024,2024,BA-1522734-2022,TARGEE GAS & MART INC,B.P.,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,175,TARGEE ST,,,,STATEN ISLAND,NY,10304,Staten Island,501,49,5106877,5005630059,SI37,40.62282369,-74.08390436
A0151287,INS-000706493,01/23/2024,2024,BA-1342018-2022,"HILLARY FARMER SERVICE STATION, INC.",SUNCO,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,584,GATES AVE,,,,BROOKLYN,NY,11221,Brooklyn,303,36,3332253,3018150040,BK75,40.68716378,-73.94228263
A0151287,INS-000706493,01/23/2024,2024,BA-1342018-2022,"HILLARY FARMER SERVICE STATION, INC.",SUNCO,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Single,4,3,2,Confiscated,Complete Address,584,GATES AVE,,,,BROOKLYN,NY,11221,Brooklyn,303,36,3332253,3018150040,BK75,40.68716378,-73.94228263
A0151293,INS-000706525,01/23/2024,2024,BA-1088058-2022,717 AUTO SERVICE CENTER INC,MOBIL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,717,RICHMOND RD,,,,STATEN ISLAND,NY,10304,Staten Island,501,49,5016181,5006310001,SI08,40.60968265,-74.08979803
A0151106,INS-000706202,01/22/2024,2024,BA-1110982-2022,"87 STATION, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,3031,BAILEY AVE,,,,BRONX,NY,10463,Bronx,208,14,2016126,2032660085,BX28,40.87705404,-73.90325241
A0151010,INS-000706077,01/22/2024,2024,BA-1113677-2022,"ATLANTIC GAS, INC",7-ELEVEN Store # 39195A,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1381,ATLANTIC AVE,,,,BROOKLYN,NY,11216,Brooklyn,303,36,3397441,3018680055,BK61,40.67819227,-73.94462301
A0151012,INS-000706083,01/22/2024,2024,BA-1536369-2022,SPEEDWAY LLC,SPEEDWAY #07816,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,8007,CYPRESS AVE,,,,GLENDALE,NY,11385,Queens,405,30,4091087,4037310001,QN19,40.69399697,-73.89715323
A0150700,INS-000704805,01/19/2024,2024,BA-1683658-2024,"APEX NYC, INC",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,4921,QUEENS BLVD,,,,WOODSIDE,NY,11377,Queens,402,26,4030848,4013180001,QN31,40.74280557,-73.91556922
A0150631,INS-000704272,01/18/2024,2024,BA-1128251-2022,836 EAST INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,836,E 233RD ST,,,,BRONX,NY,10466,Bronx,212,11,2064239,2048570044,BX44,40.892009,-73.85304654
A0150422,INS-000703882,01/17/2024,2024,BA-1540322-2022,REGO PARK SERVICE STATION INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,7541,YELLOWSTONE BLVD,,,,REGO PARK,NY,11374,Queens,406,30,4075320,4031780070,QN18,40.71442981,-73.85902567
A0150588,INS-000704200,01/18/2024,2024,BA-1667163-2023,"AAA Northern Gas, Inc",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,6822,NORTHERN BLVD,,,,WOODSIDE,NY,11377,Queens,403,25,4027113,4011860019,QN28,40.75424501,-73.89779291
A0150357,INS-000703760,01/17/2024,2024,BA-1541014-2022,WOODHAVEN AUTO SERVICE CENTER INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,6401,WOODHAVEN BLVD,,,,REGO PARK,NY,11374,Queens,406,30,4073962,4031360024,QN18,40.72140491,-73.86648229
A0150412,INS-000703861,01/17/2024,2024,BA-1233013-2022,MYRTLE GAS CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,7105,MYRTLE AVE,,,,GLENDALE,NY,11385,Queens,405,32,4089981,4036920001,QN19,40.70202786,-73.87983654
A0150284,INS-000703560,01/16/2024,2024,BA-1309910-2022,JEROME SERVICE INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,2895,JEROME AVE,,,,BRONX,NY,10468,Bronx,207,11,2015243,2032470075,BX28,40.87180369,-73.89120868
A0150245,INS-000703493,01/16/2024,2024,BA-1089402-2022,BROOKLYN FILLING STATION INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,176,MCGUINNESS BLVD,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3065412,3026000001,BK76,40.72838015,-73.95029636
A0150102,INS-000703157,01/12/2024,2024,BA-1128413-2022,98TH STREET AUTO SERVICE INC,SHELL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,98-02,NORTHERN BOULEVARD,,,,CORONA,NY,11368,Queens,403,21,4042442,4017130001,QN26,40.75714045,-73.87026205
A0149957,INS-000702366,01/11/2024,2024,BA-1128865-2022,A.C. WOODHAVEN REALTY CORP.,GAS SALE,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,6827,WOODHAVEN BLVD,,,,REGO PARK,NY,11374,Queens,406,30,4074415,4031490008,QN18,40.71415337,-73.85966835
A0149735,INS-000701797,01/10/2024,2024,BA-1554103-2022,SPEEDWAY LLC,SPEEDWAY #07837,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,530,UTICA AVE,,,,BROOKLYN,NY,11203,Brooklyn,309,41,3099595,3046030005,BK60,40.66024796,-73.93130198
A0149700,INS-000701740,01/10/2024,2024,BA-1560006-2022,REZEK INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,535,VANDERBILT AVE,,,,STATEN ISLAND,NY,10304,Staten Island,501,49,5016486,5006500030,SI37,40.61363749,-74.08675624
A0149561,INS-000701430,01/09/2024,2024,BA-1681749-2023,NISSAN OF ATLANTIC ENTERPRISES INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1802,ATLANTIC AVE,,,,BROOKLYN,NY,11233,Brooklyn,308,36,3035576,3013370008,BK61,40.67739941,-73.93019553
A0149545,INS-000701400,01/09/2024,2024,BA-1694149-2024,BOLLA OPERATING CORP.,BOLLA 1998 ATLANTIC AVE,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1998,ATLANTIC AVE,,,,BROOKLYN,NY,11233,Brooklyn,316,41,3038517,3014310006,BK79,40.67692184,-73.92169496
A0149305,INS-000700910,01/05/2024,2024,BA-1528482-2022,SPEEDWAY LLC,SPEEDWAY #07808,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,7733,QUEENS BLVD,,,,ELMHURST,NY,11373,Queens,404,25,4038411,4015360101,QN50,40.73844356,-73.88617962
A0149374,INS-000701013,01/05/2024,2024,BA-1379919-2022,QUEENS BLVD OPERATING CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,8211,QUEENS BLVD,,,,ELMHURST,NY,11373,Queens,404,25,4038628,4015420001,QN29,40.73748054,-73.88112578
A0145478,INS-000693964,12/04/2023,2023,BA-1584624-2023,590 FORDHAM ROAD INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,1,0,2,Confiscated,Complete Address,590,E FORDHAM RD,,,,BRONX,NY,10458,Bronx,206,15,2011947,2030670054,BX06,40.85856316,-73.88542818
A0146605,INS-000695131,12/12/2023,2023,BA-1441691-2022,NAVY YARD GAS INC.,,Gas Station-Retail - 815,WAM - Other,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,168,FLUSHING AVE,,,,BROOKLYN,NY,11205,Brooklyn,302,35,3054129,3018730025,BK99,40.697791,-73.96958058
A0146151,INS-000695186,12/08/2023,2023,BA-1556573-2022,VALLEY SHELL LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,1,2,Confiscated,Complete Address,4707,ARTHUR KILL ROAD,,,,STATEN ISLAND,NY,10309,Staten Island,503,51,5087233,5076140020,SI11,40.52789805,-74.23937012
A0145824,INS-000694563,12/06/2023,2023,BA-1121504-2022,1624 FUEL CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,1,2,Confiscated,Complete Address,1624,BOSTON RD,,,,BRONX,NY,10460,Bronx,203,17,2010303,2029670050,BX75,40.83590492,-73.890382
A0146416,INS-000695599,12/11/2023,2023,BA-1207628-2022,DCR PETROLEUM CORP.,MOBIL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,4,0,2,Confiscated,Complete Address,6908,ELIOT AVE,,,,MIDDLE VLG,NY,11379,Queens,405,30,4066707,4029220006,QN21,40.71964365,-73.89074638
A0146061,INS-000694940,12/07/2023,2023,BA-1539240-2022,WHITE PLAINS SERVICES INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1915,BRUCKNER BLVD,,,,BRONX,NY,10472,Bronx,209,18,2023701,2037330069,BX55,40.82638507,-73.85899083
A0145768,INS-000694472,12/06/2023,2023,BA-1513787-2022,SPEEDX GROUP INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,1,2,Confiscated,Complete Address,2173,GRAND CONCOURSE,,,,BRONX,NY,10453,Bronx,205,14,2013761,2031620040,BX40,40.85515255,-73.90142985
A0145730,INS-000694416,12/06/2023,2023,BA-1257456-2022,GASTOR INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,1,2,Confiscated,Complete Address,2985,JEROME AVE,,,,BRONX,NY,10468,Bronx,207,11,2015441,2032510180,BX28,40.87369566,-73.88924217
A0145588,INS-000694158,12/05/2023,2023,BA-1080323-2022,BOLLA OPERATING CORP.,BOLLA 137-21 LIBERTY C-STORE,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,1,2,Confiscated,Complete Address,2960,86TH ST,,,,BROOKLYN,NY,11223,Brooklyn,313,47,3194296,3071670094,BK26,40.59029272,-73.97453707
A0145612,INS-000694203,12/05/2023,2023,BA-1561748-2022,"TOZANLI, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,3031,CONEY ISLAND AVE,,,,BROOKLYN,NY,11235,Brooklyn,313,48,3247994,3088110004,BK19,40.58205965,-73.95993827
A0145433,INS-000693896,12/04/2023,2023,BA-1101655-2022,1981 fuel stop inc,ALLEGIANCE,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,1,2,Confiscated,Complete Address,1981,OCEAN AVE,,,,BROOKLYN,NY,11230,Brooklyn,314,48,3210659,3076740001,BK43,40.6139438,-73.95415625
A0145362,INS-000693772,12/04/2023,2023,BA-1102660-2022,BERIL CORP,CITGO,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,4,0,2,Confiscated,Complete Address,914,REMSEN AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,42,3222228,3079460040,BK50,40.64596222,-73.91236571
